"";"satz";"inhalt";"satzlaenge"
"10335";337;"Sie saßen dann zu dritt ziemlich schweigsam in der Wirtsstube beim Bier, an einem kleinen Tischchen, K. in der Mitte, rechts und links die Gehilfen.";25
"10336";338;"Sonst war nur ein Tisch mit Bauern besetzt, ähnlich wie am Abend vorher.";13
"10337";339;"»Es ist schwer mit euch«, sagte K. und verglich wie schon öfters ihre Gesichter, »wie soll ich euch denn unterscheiden?";20
"10338";340;"Ihr unterscheidet euch nur durch die Namen, sonst seid ihr einander ähnlich wie« – er stockte, unwillkürlich fuhr er dann fort -, »sonst seid ihr einander ja ähnlich wie Schlangen.«";28
"10339";341;"Sie lächelten.";2
"10340";342;"»Man unterscheidet uns sonst gut«, sagten sie zur Rechtfertigung.";9
"10341";343;"»Ich glaube es«, sagte K., »ich war ja selbst Zeuge dessen, aber ich sehe nur mit meinen Augen, und mit denen kann ich euch nicht unterscheiden.";26
"10342";344;"Ich werde euch deshalb wie einen einzigen Mann behandeln und beide Artur nennen, so heißt doch einer von euch.";19
"10343";345;"Du etwa?« – fragte K. den einen.";6
"10344";346;"»Nein«, sagte dieser, »ich heiße Jeremias.« – »Es ist ja gleichgültig«, sagte K., »ich werde euch beide Artur nennen.";18
"10345";347;"Schicke ich Artur irgendwohin, so geht ihr beide, gebe ich Artur eine Arbeit, so macht ihr sie beide, das hat zwar für mich einen großen Nachteil, daß ich euch nicht für eine gesonderte Arbeit verwenden kann, aber dafür den Vorteil, daß ihr für alles, was ich euch auftrage, gemeinsam ungeteilt die Verantwortung tragt.";53
"10346";348;"Wie ihr untereinander die Arbeit aufteilt, ist mir gleichgültig, nur ausreden dürft ihr euch nicht aufeinander, ihr seid für mich ein einziger Mann.«";23
"10347";349;"Sie überlegten das und sagten: »Das wäre uns recht unangenehm.« – »Wie denn nicht«, sagte K., »natürlich muß euch das unangenehm sein, aber es bleibt so.«";25
"10348";350;"Schon ein Weilchen lang hatte K. einen der Bauern den Tisch umschleichen sehen, endlich entschloß er sich, ging auf einen Gehilfen zu und wollte ihm etwas zuflüstern.";27
"10349";351;"»Verzeiht«, sagte K., schlug mit der Hand auf den Tisch und stand auf, »dies sind meine Gehilfen, und wir haben jetzt eine Besprechung.";23
"10350";352;"Niemand hat das Recht, uns zu stören.« – »O bitte, o bitte«, sagte der Bauer ängstlich und ging rücklings zu seiner Gesellschaft zurück.";22
"10351";353;"»Dieses müßt ihr vor allem beachten«, sagte K. dann wieder sitzend.";11
"10352";354;"»Ihr dürft mit niemandem ohne meine Erlaubnis sprechen.";8
"10353";355;"Ich bin hier ein Fremder, und wenn ihr meine alten Gehilfen seid, dann seid auch ihr Fremde.";17
"10354";356;"Wir drei Fremden müssen deshalb zusammenhalten, reicht mir daraufhin eure Hände.«";11
"10355";357;"Allzu bereitwillig streckten sie sie K. entgegen.";7
"10356";358;"»Laßt euch die Pratzen«, sagte er, »mein Befehl aber gilt.";10
"10357";359;"Ich werde jetzt schlafen gehen und auch euch rate ich, das zu tun.";13
"10358";360;"Heute haben wir einen Arbeitstag versäumt, morgen muß die Arbeit sehr frühzeitig beginnen.";13
"10359";361;"Ihr müßt einen Schlitten zur Fahrt ins Schloß verschaffen und um sechs Uhr hier vor dem Haus mit ihm bereitstehen.« – »Gut«, sagte der eine.";24
"10360";362;"Der andere aber fuhr dazwischen: »Du sagst: Gut, und weißt doch, daß es unmöglich ist.« – »Ruhe«, sagte K., »ihr wollt wohl anfangen, euch voneinander zu unterscheiden.«";26
"10361";363;"Doch nun sagte auch schon der erste: »Er hat recht, es ist unmöglich, ohne Erlaubnis darf kein Fremder ins Schloß.« – »Wo muß man um die Erlaubnis ansuchen?« – »Ich weiß nicht, vielleicht beim Kastellan.«";33
"10362";364;"»Dann werden wir dort telefonisch ansuchen, telefoniert sofort an den Kastellan, beide!«";12
"10363";365;"Sie liefen zum Apparat, erlangten die Verbindung – wie sie sich dort drängten!";12
"10364";366;"Im Äußerlichen waren sie lächerlich folgsam – und fragten, ob K. mit ihnen morgen ins Schloß kommen dürfe.";17
"10365";367;"Das »Nein!«";2
"10366";368;"der Antwort hörte K. bis zu seinem Tisch.";8
"10367";369;"Die Antwort war aber noch ausführlicher, sie lautete: »Weder morgen noch ein andermal.« – »Ich werde selbst telefonieren«, sagte K. und stand auf.";22
"10368";370;"Während K. und seine Gehilfen bisher, abgesehen von dem Zwischenfall des einen Bauern, wenig beachtet worden waren, erregte seine letzte Bemerkung allgemeine Aufmerksamkeit.";23
"10369";371;"Alle erhoben sich mit K., und obwohl sie der Wirt zurückzudrängen suchte, gruppierten sie sich beim Apparat in engem Halbkreis um ihn.";22
"10370";372;"Es überwog bei ihnen die Meinung, daß K. gar keine Antwort bekommen werde.";13
"10371";373;"K. mußte sie bitten, ruhig zu sein, er verlange nicht, ihre Meinungen zu hören.";14
"10372";374;"Aus der Hörmuschel kam ein Summen, wie K. es sonst beim Telefonieren nie gehört hatte.";15
"10373";375;"Es war, wie wenn sich aus dem Summen zahlloser kindlicher Stimmen – aber auch dieses Summen war keines, sondern war Gesang fernster, allerfernster Stimmen -, wie wenn sich aus diesem Summen in einer geradezu unmöglichen Weise eine einzige hohe, aber starke Stimme bilde, die an das Ohr schlug, so, wie wenn sie fordere, tiefer einzudringen als nur in das armselige Gehör.";59
"10374";376;"K. horchte, ohne zu telefonieren, den linken Arm hatte er auf das Telefonpult gestützt und horchte so.";17
"10375";377;"Er wußte nicht wie lange; so lange, bis ihn der Wirt am Rock zupfte, ein Bote sei für ihn gekommen.";20
"10376";378;"»Weg!«";1
"10377";379;"schrie K. unbeherrscht vielleicht in das Telefon hinein, denn nun meldete sich jemand.";13
"10378";380;"Es entwickelte sich folgendes Gespräch: »Hier Oswald, wer dort?«";9
"10379";381;"rief es, eine strenge, hochmütige Stimme, mit einem kleinen Sprachfehler, wie es K. schien, den sie über sich selbst hinaus durch eine weitere Zugabe von Strenge auszugleichen versuchte.";28
"10380";382;"K. zögerte, sich zu nennen, dem Telefon gegenüber war er wehrlos, der andere konnte ihn niederdonnern, die Hörmuschel weglegen, und K. hatte sich einen vielleicht nicht unwichtigen Weg versperrt.";29
"10381";383;"K.s Zögern machte den Mann ungeduldig.";6
"10382";384;"»Wer dort?«";2
"10383";385;"wiederholte er und fügte hinzu: »Es wäre mir sehr lieb, wenn dortseits nicht soviel telefoniert würde, erst vor einem Augenblick ist telefoniert worden.«";23
"10384";386;"K. ging auf diese Bemerkung nicht ein und meldete mit einem plötzlichen Entschluß: »Hier der Gehilfe des Herrn Landvermessers.«";19
"10385";387;"»Welcher Gehilfe?";2
"10386";388;"Welcher Herr?";2
"10387";389;"Welcher Landvermesser?«";2
"10388";390;"K. fiel das gestrige Telefongespräch ein.";6
"10389";391;"»Fragen Sie Fritz«, sagte er kurz.";6
"10390";392;"Es half, zu seinem eigenen Erstaunen.";6
"10391";393;"Aber mehr noch als darüber, daß es half, staunte er über die Einheitlichkeit des Dienstes dort.";16
"10392";394;"Die Antwort war: »Ich weiß schon.";6
"10393";395;"Der ewige Landvermesser.";3
"10394";396;"Ja, ja.";2
"10395";397;"Was weiter?";2
"10396";398;"Welcher Gehilfe?«";2
"10397";399;"»Josef«, sagte K.";3
"10398";400;"Ein wenig störte ihn hinter seinem Rücken das Murmeln der Bauern; offenbar waren sie nicht damit einverstanden, daß er sich nicht richtig meldete.";23
"10399";401;"K. hatte aber keine Zeit, sich mit ihnen zu beschäftigen, denn das Gespräch nahm ihn sehr in Anspruch.";18
"10400";402;"»Josef?«";1
"10401";403;"fragte es zurück.";3
"10402";404;"»Die Gehilfen heißen« – eine kleine Pause, offenbar verlangte er die Namen jemandem anderen ab – »Artur und Jeremias.«";17
"10403";405;"»Das sind die neuen Gehilfen«, sagte K.";7
"10404";406;"»Nein, das sind die alten.« – »Es sind die neuen, ich aber bin der alte, der dem Herrn Landvermesser heute nachkam.« – »Nein!«";21
"10405";407;"schrie es nun.";3
"10406";408;"»Wer bin ich also?«";4
"10407";409;"fragte K., ruhig wie bisher.";5
"10408";410;"Und nach einer Pause sagte die gleiche Stimme mit dem gleichen Sprachfehler und war doch wie eine andere tiefere, achtungswertere Stimme: »Du bist der alte Gehilfe.«";26
"10409";411;"K. horchte dem Stimmklang nach und überhörte dabei fast die Frage: »Was willst du?«";14
"10410";412;"Am liebsten hätte er den Hörer schon weggelegt.";8
"10411";413;"Von diesem Gespräch erwartete er nichts mehr.";7
"10412";414;"Nur gezwungen fragte er noch schnell.- »Wann darf mein Herr ins Schloß kommen?« – »Niemals«, war die Antwort.";17
"10413";415;"»Gut«, sagte K. und hing den Hörer an.";8
"10414";416;"Die Bauern hinter ihm waren schon ganz nahe an ihn herangerückt.";11
"10415";417;"Die Gehilfen waren, mit vielen Seitenblicken nach ihm, damit beschäftigt, die Bauern von ihm abzuhalten.";15
"10416";418;"Es schien aber nur Komödie zu sein, auch gaben die Bauern, von dem Ergebnis des Gesprächs befriedigt, langsam nach.";19
"10417";419;"Da wurde ihre Gruppe von hinten mit raschem Schritt von einem Mann geteilt, der sich vor K. verneigte und ihm einen Brief übergab.";23
"10418";420;"K. behielt den Brief in der Hand und sah den Mann an, der ihm im Augenblick wichtiger schien.";18
"10419";421;"Es bestand eine große Ähnlichkeit zwischen ihm und den Gehilfen, er war so schlank wie sie, ebenso knapp gekleidet, auch so gelenkig und flink wie sie, aber doch ganz anders.";30
"10420";422;"Hätte K. doch lieber ihn als Gehilfen gehabt!";8
"10421";423;"Ein wenig erinnerte er ihn an die Frau mit dem Säugling, die er beim Gerbermeister gesehen hatte.";17
"10422";424;"Er war fast weiß gekleidet, das Kleid war wohl nicht aus Seide, es war ein Winterkleid wie alle anderen, aber die Zartheit und Feierlichkeit eines Seidenkleides hatte es.";28
"10423";425;"Sein Gesicht war hell und offen, die Augen übergroß.";9
"10424";426;"Sein Lächeln war ungemein aufmunternd; er fuhr mit der Hand über sein Gesicht, so, als wolle er dieses Lächeln verscheuchen, doch gelang ihm das nicht.";25
"10425";427;"»Wer bist du?«";3
"10426";428;"fragte K.";2
"10427";429;"»Barnabas heiße ich«, sagte er.";5
"10428";430;"»Ein Bote bin ich.«";4
"10429";431;"Männlich und doch sanft öffneten und schlossen sich seine Lippen beim Reden.";12
"10430";432;"»Gefällt es dir hier?«";4
"10431";433;"fragte K. und zeigte auf die Bauern, für die er noch immer nicht an Interesse verloren hatte und die er mit ihren förmlich gequälten Gesichtern – der Schädel sah aus, als sei er oben platt geschlagen worden, und die Gesichtszüge hatten sich im Schmerz des Geschlagenwerdens gebildet -, ihren wulstigen Lippen, ihren offenen Mündern zusahen, aber doch auch wieder nicht zusahen, denn manchmal irrte ihr Blick ab und blieb, ehe er zurückkehrte, an irgendeinem gleichgültigen Gegenstande haften, und dann zeigte K. auch auf die Gehilfen, die einander umfaßt hielten, Wange an Wange lehnten und lächelten, man wußte nicht, ob demütig oder spöttisch, er zeigte ihm diese alle, so, als stellte er ein ihm durch besondere Umstände aufgezwungenes Gefolge vor und erwartete – darin lag Vertraulichkeit, auf die kam es K. an -, daß Barnabas ständig unterscheiden werde zwischen ihm und ihnen.";137
"10432";434;"Aber Barnabas nahm – in aller Unschuld freilich, das war zu erkennen – die Frage gar nicht auf, ließ sie über sich ergehen, wie ein wohlerzogener Diener ein für ihn nur scheinbar bestimmtes Wort des Herrn, blickte nur im Sinne der Frage umher, begrüßte durch Handwinken Bekannte unter den Bauern und tauschte mit den Gehilfen ein paar Worte aus, das alles frei und selbständig, ohne sich mit ihnen zu vermischen.";68
"10433";435;"K. kehrte – abgewiesen, aber nicht beschämt – zu dem Brief in seiner Hand zurück und öffnete ihn.";16
"10434";436;"Sein Wortlaut war: »Sehr geehrter Herr!";6
"10435";437;"Sie sind, wie Sie wissen, in die herrschaftlichen Dienste aufgenommen.";10
"10436";438;"Ihr nächster Vorgesetzter ist der Gemeindevorsteher des Dorfes, der Ihnen auch alles Nähere über Ihre Arbeit und die Lohnbedingungen mitteilen wird und dem Sie auch Rechenschaft schuldig sein werden.";29
"10437";439;"Trotzdem werde aber auch ich Sie nicht aus den Augen verlieren.";11
"10438";440;"Barnabas, der Überbringer dieses Briefes, wird von Zeit zu Zeit bei Ihnen nachfragen, um Ihre Wünsche zu erfahren und mir mitzuteilen.";21
"10439";441;"Sie werden mich immer bereit finden, Ihnen, soweit es möglich ist, gefällig zu sein.";14
"10440";442;"Es liegt mir daran, zufriedene Arbeiter zu haben.«";8
"10441";443;"Die Unterschrift war nicht leserlich, beigedruckt aber war ihr: Der Vorstand der X. Kanzlei.";14
"10442";444;"»Warte!«";1
"10443";445;"sagte K. zu dem sich verbeugenden Barnabas, dann rief er den Wirt, daß er ihm ein Zimmer zeige, er wollte mit dem Brief eine Zeitlang allein sein.";27
"10444";446;"Dabei erinnerte er sich daran, daß Barnabas bei aller Zuneigung, die er für ihn hatte, doch nichts anderes als ein Bote war, und ließ ihm Bier geben.";27
"10445";447;"Er gab acht, wie er es annehmen würde, er nahm es offenbar sehr gern an und trank sogleich.";18
"10446";448;"Dann ging K. mit dem Wirt.";6
"10447";449;"In dem Häuschen hatte man für K. nichts als ein kleines Dachzimmer bereitstellen können, und selbst das hatte Schwierigkeiten gemacht, denn man hatte zwei Mägde, die bisher dort geschlafen hatten, anderswo unterbringen müssen.";33
"10448";450;"Eigentlich hatte man nichts anderes getan, als die Mägde weggeschafft, das Zimmer war sonst wohl unverändert, keine Bettwäsche zu dem einzigen Bett, nur ein paar Polster und eine Pferdedecke in dem Zustand, wie alles nach der letzten Nacht zurückgeblieben war.";40
"10449";451;"An der Wand ein paar Heiligenbilder und Fotografien von Soldaten.";10
"10450";452;"Nicht einmal gelüftet war worden, offenbar hoffte man, der neue Gast werde nicht lange bleiben, und tat nichts dazu, ihn zu halten.";22
"10451";453;"K. war aber mit allem einverstanden, wickelte sich in die Decke, setzte sich an den Tisch und begann bei einer Kerze, den Brief nochmals zu lesen.";26
"10452";454;"Er war nicht einheitlich, es gab Stellen, wo mit ihm wie mit einem Freien gesprochen wurde, dessen eigenen Willen man anerkennt, so war die Überschrift, so war die Stelle, die seine Wünsche betraf.";33
"10453";455;"Es gab aber wieder Stellen, wo er offen oder versteckt als ein kleiner, vom Sitz jenes Vorstandes kaum bemerkbarer Arbeiter behandelt wurde, der Vorstand mußte sich anstrengen, »ihn nicht aus den Augen zu verlieren«, sein Vorgesetzter war nur der Dorfvorsteher, dem er sogar Rechenschaft schuldig war, sein einziger Kollege war vielleicht der Dorfpolizist.";53
"10454";456;"Das waren zweifellos Widersprüche, sie waren so sichtbar, daß sie beabsichtigt sein mußten.";13
"10455";457;"Den einer solchen Behörde gegenüber wahnwitzigen Gedanken, daß hier Unentschlossenheit mitgewirkt habe, streifte K. kaum.";15
"10456";458;"Vielmehr sah er darin eine ihm offen dargebotene Wahl, es war ihm überlassen, was er aus den Anordnungen des Briefes machen wollte, ob er Dorfarbeiter mit einer immerhin auszeichnenden, aber nur scheinbaren Verbindung mit dem Schloß sein wolle oder aber scheinbarer Dorfarbeiter, der in Wirklichkeit sein ganzes Arbeitsverhältnis von den Nachrichten des Barnabas bestimmen ließ.";55
"10457";459;"K. zögerte nicht zu wählen, hätte auch ohne die Erfahrungen, die er schon gemacht hatte, nicht gezögert.";17
"10458";460;"Nur als Dorfarbeiter, möglichst weit den Herren vom Schloß entrückt, war er imstande, etwas im Schloß zu erreichen, diese Leute im Dorfe, die noch so mißtrauisch gegen ihn waren, würden zu sprechen anfangen, wenn er, wo nicht ihr Freund, so doch ihr Mitbürger geworden war, und war er einmal ununterscheidbar von Gerstäcker oder Lasemann – und sehr schnell mußte das geschehen, davon hing alles ab -, dann erschlossen sich ihm gewiß mit einem Schlag alle Wege, die ihm, wenn es nur auf die Herren oben und ihre Gnade angekommen wäre, für immer nicht nur versperrt, sondern unsichtbar geblieben wären.";97
"10459";461;"Freilich, eine Gefahr bestand, und sie war in dem Brief genug betont, mit einer gewissen Freude war sie dargestellt, als sei sie unentrinnbar.";23
